DesignName,ParticipantID,TrialID,Block1,Block2,OC,VV,Errors,ExeTime
"Preattentive experiment","9","361","1","1","Low","Shape",0,2007
"Preattentive experiment","9","362","1","2","Low","Width_Shape",0,3210
"Preattentive experiment","9","363","1","2","Low","Width_Shape",1,3108
"Preattentive experiment","9","364","1","3","Low","Width",0,1411
"Preattentive experiment","9","365","1","4","Low","Width_Shape",0,3678
"Preattentive experiment","9","366","1","5","Low","Shape",0,1160
"Preattentive experiment","9","367","1","6","Low","Width",0,950
"Preattentive experiment","9","368","1","7","Low","Width_Shape",0,4359
"Preattentive experiment","9","369","1","8","Low","Width",0,992
"Preattentive experiment","9","370","1","9","Low","Width_Shape",0,5663
"Preattentive experiment","9","371","1","10","Low","Shape",0,1038
"Preattentive experiment","9","372","1","10","Low","Shape",0,711
"Preattentive experiment","9","373","1","11","Low","Width",0,707
"Preattentive experiment","9","374","1","12","Low","Shape",0,912
"Preattentive experiment","9","375","1","13","Low","Width",0,725
"Preattentive experiment","9","376","2","1","High","Shape",0,935
"Preattentive experiment","9","377","2","2","High","Width_Shape",0,5720
"Preattentive experiment","9","378","2","2","High","Width_Shape",0,1390
"Preattentive experiment","9","379","2","3","High","Width",0,826
"Preattentive experiment","9","380","2","4","High","Width_Shape",0,4056
"Preattentive experiment","9","381","2","5","High","Shape",0,845
"Preattentive experiment","9","382","2","6","High","Width",0,644
"Preattentive experiment","9","383","2","7","High","Width_Shape",2,818
"Preattentive experiment","9","384","2","8","High","Width",0,975
"Preattentive experiment","9","385","2","9","High","Width_Shape",0,4326
"Preattentive experiment","9","386","2","10","High","Shape",0,1135
"Preattentive experiment","9","387","2","10","High","Shape",0,685
"Preattentive experiment","9","388","2","11","High","Width",0,871
"Preattentive experiment","9","389","2","12","High","Shape",0,843
"Preattentive experiment","9","390","2","13","High","Width",0,730
"Preattentive experiment","9","391","3","1","Medium","Shape",0,687
"Preattentive experiment","9","392","3","2","Medium","Width_Shape",0,4514
"Preattentive experiment","9","393","3","2","Medium","Width_Shape",2,5708
"Preattentive experiment","9","394","3","3","Medium","Width",0,879
"Preattentive experiment","9","395","3","4","Medium","Width_Shape",0,2773
"Preattentive experiment","9","396","3","5","Medium","Shape",0,1156
"Preattentive experiment","9","397","3","6","Medium","Width",0,984
"Preattentive experiment","9","398","3","7","Medium","Width_Shape",0,1326
"Preattentive experiment","9","399","3","8","Medium","Width",0,909
"Preattentive experiment","9","400","3","9","Medium","Width_Shape",0,2107
"Preattentive experiment","9","401","3","10","Medium","Shape",0,817
"Preattentive experiment","9","402","3","10","Medium","Shape",0,993
"Preattentive experiment","9","403","3","11","Medium","Width",0,884
"Preattentive experiment","9","404","3","12","Medium","Shape",0,783
"Preattentive experiment","9","405","3","13","Medium","Width",0,973
