DesignName,ParticipantID,TrialID,Block1,Block2,OC,VV,Errors,ExeTime
"Preattentive experiment","7","271","1","1","Medium","Shape",0,687
"Preattentive experiment","7","272","1","2","Medium","Width_Shape",0,544
"Preattentive experiment","7","273","1","2","Medium","Width_Shape",0,6329
"Preattentive experiment","7","274","1","3","Medium","Width",0,708
"Preattentive experiment","7","275","1","4","Medium","Width_Shape",0,2331
"Preattentive experiment","7","276","1","5","Medium","Shape",0,724
"Preattentive experiment","7","277","1","6","Medium","Width",0,663
"Preattentive experiment","7","278","1","7","Medium","Width_Shape",0,947
"Preattentive experiment","7","279","1","8","Medium","Width",0,651
"Preattentive experiment","7","280","1","9","Medium","Width_Shape",0,1229
"Preattentive experiment","7","281","1","10","Medium","Shape",0,503
"Preattentive experiment","7","282","1","10","Medium","Shape",0,484
"Preattentive experiment","7","283","1","11","Medium","Width",0,190
"Preattentive experiment","7","284","1","12","Medium","Shape",0,53
"Preattentive experiment","7","285","1","13","Medium","Width",0,414
"Preattentive experiment","7","286","2","1","Low","Shape",0,320
"Preattentive experiment","7","287","2","2","Low","Width_Shape",0,51
"Preattentive experiment","7","288","2","2","Low","Width_Shape",0,1392
"Preattentive experiment","7","289","2","3","Low","Width",0,586
"Preattentive experiment","7","290","2","4","Low","Width_Shape",0,1076
"Preattentive experiment","7","291","2","5","Low","Shape",0,379
"Preattentive experiment","7","292","2","6","Low","Width",0,487
"Preattentive experiment","7","293","2","7","Low","Width_Shape",1,2604
"Preattentive experiment","7","294","2","8","Low","Width",0,481
"Preattentive experiment","7","295","2","9","Low","Width_Shape",0,527
"Preattentive experiment","7","296","2","10","Low","Shape",0,502
"Preattentive experiment","7","297","2","10","Low","Shape",0,425
"Preattentive experiment","7","298","2","11","Low","Width",0,472
"Preattentive experiment","7","299","2","12","Low","Shape",0,528
"Preattentive experiment","7","300","2","13","Low","Width",0,660
"Preattentive experiment","7","301","3","1","High","Shape",0,821
"Preattentive experiment","7","302","3","2","High","Width_Shape",1,2931
"Preattentive experiment","7","303","3","2","High","Width_Shape",1,708
"Preattentive experiment","7","304","3","3","High","Width",0,504
"Preattentive experiment","7","305","3","4","High","Width_Shape",1,1068
"Preattentive experiment","7","306","3","5","High","Shape",0,416
"Preattentive experiment","7","307","3","6","High","Width",0,652
"Preattentive experiment","7","308","3","7","High","Width_Shape",0,2014
"Preattentive experiment","7","309","3","8","High","Width",0,446
"Preattentive experiment","7","310","3","9","High","Width_Shape",0,1370
"Preattentive experiment","7","311","3","10","High","Shape",0,576
"Preattentive experiment","7","312","3","10","High","Shape",0,442
"Preattentive experiment","7","313","3","11","High","Width",0,752
"Preattentive experiment","7","314","3","12","High","Shape",0,471
"Preattentive experiment","7","315","3","13","High","Width",0,476
